date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:08:28	1748/1748	---M--	200	added ('OK')	text/css	date:Tue,%2023%20Feb%202021%2011:20:56%20GMT	http://pixel-industry.com/html/trucking/css/retina.css	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/css/retina.css	(from http://pixel-industry.com/html/trucking/)
13:08:29	49767/49767	---M--	200	added ('OK')	text/css	date:Tue,%2023%20Feb%202021%2011:20:56%20GMT	http://pixel-industry.com/html/trucking/css/responsive.css	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/css/responsive.css	(from http://pixel-industry.com/html/trucking/)
13:08:29	23739/23739	---M--	200	added ('OK')	text/css	date:Tue,%2023%20Feb%202021%2011:20:56%20GMT	http://pixel-industry.com/html/trucking/icon-fonts/font-awesome-4.3.0/css/font-awesome.min.css	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/icon-fonts/font-awesome-4.3.0/css/font-awesome.min.css	(from http://pixel-industry.com/html/trucking/)
13:08:30	4285/4285	---M--	200	added ('OK')	text/css	date:Tue,%2023%20Feb%202021%2011:20:58%20GMT	http://pixel-industry.com/html/trucking/style-switcher/styleSwitcher.css	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/style-switcher/styleSwitcher.css	(from http://pixel-industry.com/html/trucking/)
13:08:31	69175/69175	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/index.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/index-2.html	(from http://pixel-industry.com/html/trucking/)
13:08:32	3830/3830	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Feb%202021%2011:20:58%20GMT	http://pixel-industry.com/html/trucking/style-switcher/img/header01.jpg	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/style-switcher/img/header01.jpg	(from http://pixel-industry.com/html/trucking/)
13:08:32	72333/72333	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/header-default-top-bar.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/header-default-top-bar.html	(from http://pixel-industry.com/html/trucking/)
13:08:34	5609/5609	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Feb%202021%2011:20:58%20GMT	http://pixel-industry.com/html/trucking/style-switcher/img/header02.jpg	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/style-switcher/img/header02.jpg	(from http://pixel-industry.com/html/trucking/)
13:08:34	62423/62423	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/index08.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/index08.html	(from http://pixel-industry.com/html/trucking/)
13:08:35	3337/3337	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Feb%202021%2011:20:58%20GMT	http://pixel-industry.com/html/trucking/style-switcher/img/header03.jpg	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/style-switcher/img/header03.jpg	(from http://pixel-industry.com/html/trucking/)
13:08:36	62407/62407	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/header-simple-dark-bar.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/header-simple-dark-bar.html	(from http://pixel-industry.com/html/trucking/)
13:08:37	3509/3509	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Feb%202021%2011:20:58%20GMT	http://pixel-industry.com/html/trucking/style-switcher/img/header04.jpg	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/style-switcher/img/header04.jpg	(from http://pixel-industry.com/html/trucking/)
13:08:38	62413/62413	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/header-simple-dark.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/header-simple-dark.html	(from http://pixel-industry.com/html/trucking/)
13:08:39	62705/62705	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/header-menu-bottom.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/header-menu-bottom.html	(from http://pixel-industry.com/html/trucking/)
13:08:41	3795/3795	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Feb%202021%2011:20:58%20GMT	http://pixel-industry.com/html/trucking/style-switcher/img/header05.jpg	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/style-switcher/img/header05.jpg	(from http://pixel-industry.com/html/trucking/)
13:08:41	4287/4287	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Feb%202021%2011:20:58%20GMT	http://pixel-industry.com/html/trucking/style-switcher/img/header06.jpg	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/style-switcher/img/header06.jpg	(from http://pixel-industry.com/html/trucking/)
13:08:43	62716/62716	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/header-menu-bottom-dark.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/header-menu-bottom-dark.html	(from http://pixel-industry.com/html/trucking/)
13:08:44	4667/4667	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Feb%202021%2011:20:58%20GMT	http://pixel-industry.com/html/trucking/style-switcher/img/header07.jpg	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/style-switcher/img/header07.jpg	(from http://pixel-industry.com/html/trucking/)
13:08:45	65492/65492	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/index02.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/index02.html	(from http://pixel-industry.com/html/trucking/)
13:08:47	61391/61391	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/index03.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/index03.html	(from http://pixel-industry.com/html/trucking/)
13:08:48	58153/58153	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/index04.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/index04.html	(from http://pixel-industry.com/html/trucking/)
13:08:50	18610/18610	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Feb%202021%2011:20:58%20GMT	http://pixel-industry.com/html/trucking/style-switcher/img/layout01.jpg	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/style-switcher/img/layout01.jpg	(from http://pixel-industry.com/html/trucking/)
13:08:51	75554/75554	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/index05.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/index05.html	(from http://pixel-industry.com/html/trucking/)
13:08:52	18528/18528	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Feb%202021%2011:20:58%20GMT	http://pixel-industry.com/html/trucking/style-switcher/img/layout03.jpg	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/style-switcher/img/layout03.jpg	(from http://pixel-industry.com/html/trucking/)
13:08:52	21648/21648	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Feb%202021%2011:20:58%20GMT	http://pixel-industry.com/html/trucking/style-switcher/img/layout02.jpg	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/style-switcher/img/layout02.jpg	(from http://pixel-industry.com/html/trucking/)
13:08:53	18174/18174	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Feb%202021%2011:20:58%20GMT	http://pixel-industry.com/html/trucking/style-switcher/img/layout04.jpg	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/style-switcher/img/layout04.jpg	(from http://pixel-industry.com/html/trucking/)
13:08:55	61912/61912	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/index06.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/index06.html	(from http://pixel-industry.com/html/trucking/)
13:08:55	17616/17616	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Feb%202021%2011:20:58%20GMT	http://pixel-industry.com/html/trucking/style-switcher/img/layout05.jpg	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/style-switcher/img/layout05.jpg	(from http://pixel-industry.com/html/trucking/)
13:08:57	19688/19688	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Feb%202021%2011:20:58%20GMT	http://pixel-industry.com/html/trucking/style-switcher/img/layout06.jpg	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/style-switcher/img/layout06.jpg	(from http://pixel-industry.com/html/trucking/)
13:08:57	76344/76344	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/index07.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/index07.html	(from http://pixel-industry.com/html/trucking/)
13:09:00	63441/63441	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/index09.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/index09.html	(from http://pixel-industry.com/html/trucking/)
13:09:01	39346/39346	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/index10.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/index10.html	(from http://pixel-industry.com/html/trucking/)
13:09:03	18927/18927	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Feb%202021%2011:20:58%20GMT	http://pixel-industry.com/html/trucking/style-switcher/img/layout08.jpg	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/style-switcher/img/layout08.jpg	(from http://pixel-industry.com/html/trucking/)
13:09:03	19287/19287	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Feb%202021%2011:20:58%20GMT	http://pixel-industry.com/html/trucking/style-switcher/img/layout07.jpg	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/style-switcher/img/layout07.jpg	(from http://pixel-industry.com/html/trucking/)
13:09:04	19614/19614	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Feb%202021%2011:20:58%20GMT	http://pixel-industry.com/html/trucking/style-switcher/img/layout09.jpg	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/style-switcher/img/layout09.jpg	(from http://pixel-industry.com/html/trucking/)
13:09:04	4683/4683	---M--	200	added ('OK')	image/png	date:Tue,%2023%20Feb%202021%2011:20:56%20GMT	http://pixel-industry.com/html/trucking/img/logo.png	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/img/logo.png	(from http://pixel-industry.com/html/trucking/)
13:09:04	22673/22673	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Feb%202021%2011:20:58%20GMT	http://pixel-industry.com/html/trucking/style-switcher/img/layout10.jpg	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/style-switcher/img/layout10.jpg	(from http://pixel-industry.com/html/trucking/)
13:09:06	47888/47888	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/about01.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/about01.html	(from http://pixel-industry.com/html/trucking/)
13:09:06	48424/48424	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/about02.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/about02.html	(from http://pixel-industry.com/html/trucking/)
13:09:08	50290/50290	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/about03.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/about03.html	(from http://pixel-industry.com/html/trucking/)
13:09:09	53534/53534	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/simple-page-title.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/simple-page-title.html	(from http://pixel-industry.com/html/trucking/)
13:09:10	49216/49216	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/company-history.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/company-history.html	(from http://pixel-industry.com/html/trucking/)
13:09:11	46727/46727	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/events.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/events.html	(from http://pixel-industry.com/html/trucking/)
13:09:13	49654/49654	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/clients.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/clients.html	(from http://pixel-industry.com/html/trucking/)
13:09:13	54202/54202	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/careers.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/careers.html	(from http://pixel-industry.com/html/trucking/)
13:09:14	44236/44236	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/driver-application.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/driver-application.html	(from http://pixel-industry.com/html/trucking/)
13:09:16	57115/57115	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/services01.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/services01.html	(from http://pixel-industry.com/html/trucking/)
13:09:17	48205/48205	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/services02.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/services02.html	(from http://pixel-industry.com/html/trucking/)
13:09:18	45612/45612	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/overland-transportation.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/overland-transportation.html	(from http://pixel-industry.com/html/trucking/)
13:09:20	46816/46816	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/air-freight.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/air-freight.html	(from http://pixel-industry.com/html/trucking/)
13:09:21	51152/51152	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/ocean-freight.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/ocean-freight.html	(from http://pixel-industry.com/html/trucking/)
13:09:22	47949/47949	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/large-projects.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/large-projects.html	(from http://pixel-industry.com/html/trucking/)
13:09:24	47176/47176	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/rail-transportation.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/rail-transportation.html	(from http://pixel-industry.com/html/trucking/)
13:09:25	46980/46980	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/contract-logistics.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/contract-logistics.html	(from http://pixel-industry.com/html/trucking/)
13:09:26	44803/44803	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/warehousing.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/warehousing.html	(from http://pixel-industry.com/html/trucking/)
13:09:27	45291/45291	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/supply-chain-management.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/supply-chain-management.html	(from http://pixel-industry.com/html/trucking/)
13:09:28	44996/44996	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/packaging-options.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/packaging-options.html	(from http://pixel-industry.com/html/trucking/)
13:09:29	53114/53114	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/consulting-services.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/consulting-services.html	(from http://pixel-industry.com/html/trucking/)
13:09:30	49421/49421	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/news-list.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/news-list.html	(from http://pixel-industry.com/html/trucking/)
13:09:32	53069/53069	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/news-masonry.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/news-masonry.html	(from http://pixel-industry.com/html/trucking/)
13:09:34	53065/53065	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/news-standard.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/news-standard.html	(from http://pixel-industry.com/html/trucking/)
13:09:36	57610/57610	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/news-single.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/news-single.html	(from http://pixel-industry.com/html/trucking/)
13:09:38	50583/50583	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/gallery01.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/gallery01.html	(from http://pixel-industry.com/html/trucking/)
13:09:40	50571/50571	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/gallery02.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/gallery02.html	(from http://pixel-industry.com/html/trucking/)
13:09:42	54568/54568	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/locations.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/locations.html	(from http://pixel-industry.com/html/trucking/)
13:09:44	43595/43595	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/contact-simple.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/contact-simple.html	(from http://pixel-industry.com/html/trucking/)
13:09:46	44166/44166	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Feb%202021%2011:20:54%20GMT	http://pixel-industry.com/html/trucking/contact-locations.html	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/contact-locations.html	(from http://pixel-industry.com/html/trucking/)
13:09:46	43/43	---M--	200	added ('OK')	image/gif	date:Tue,%2023%20Feb%202021%2011:20:58%20GMT	http://pixel-industry.com/html/trucking/masterslider/blank.gif	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/masterslider/blank.gif	(from http://pixel-industry.com/html/trucking/)
13:09:47	26455/26455	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Feb%202021%2011:20:56%20GMT	http://pixel-industry.com/html/trucking/img/pics/img01.jpg	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/img/pics/img01.jpg	(from http://pixel-industry.com/html/trucking/)
13:09:49	2738/2738	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2023%20Feb%202021%2011:20:56%20GMT	http://pixel-industry.com/html/trucking/img/svg/pi-checklist-2.svg	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/img/svg/pi-checklist-2.svg	(from http://pixel-industry.com/html/trucking/)
13:09:49	26888/26888	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Feb%202021%2011:20:56%20GMT	http://pixel-industry.com/html/trucking/img/pics/img02.jpg	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/img/pics/img02.jpg	(from http://pixel-industry.com/html/trucking/)
13:09:49	2805/2805	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2023%20Feb%202021%2011:20:56%20GMT	http://pixel-industry.com/html/trucking/img/svg/pi-globe-5.svg	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/img/svg/pi-globe-5.svg	(from http://pixel-industry.com/html/trucking/)
13:09:49	3525/3525	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2023%20Feb%202021%2011:20:56%20GMT	http://pixel-industry.com/html/trucking/img/svg/pi-forklift-truck-5.svg	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/img/svg/pi-forklift-truck-5.svg	(from http://pixel-industry.com/html/trucking/)
13:09:50	2559/2559	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2023%20Feb%202021%2011:20:58%20GMT	http://pixel-industry.com/html/trucking/img/svg/pi-touch-desktop.svg	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/img/svg/pi-touch-desktop.svg	(from http://pixel-industry.com/html/trucking/)
13:09:50	26833/26833	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Feb%202021%2011:20:56%20GMT	http://pixel-industry.com/html/trucking/img/pics/img03.jpg	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/img/pics/img03.jpg	(from http://pixel-industry.com/html/trucking/)
13:09:50	1054/1054	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2023%20Feb%202021%2011:20:56%20GMT	http://pixel-industry.com/html/trucking/img/svg/pi-cargo-box-2.svg	D:/web%20deisgn/virtue%20projects/Logistics/trucking/pixel-industry.com/html/trucking/img/svg/pi-cargo-box-2.svg	(from http://pixel-industry.com/html/trucking/)
